id_dim_personne,id_parain
5517089836,NULL
5517056647,5284900567
5517054248,718356031
5516849546,NULL
5515926588,NULL
5513017147,569085763
5512966228,6121164765
5512783920,NULL
5509678982,1548469427
5509609896,4923711917
5508614312,5371539284
5507418969,NULL
5504359131,1166703749
5504278536,NULL
5504086478,NULL
5501225114,NULL
5501117289,4823928510
5501035446,5346533499
5862486208,5326855759
5500979222,NULL
5500963975,3224262663
5497552265,NULL
5497513332,4562702461
5493255909,NULL
5492985182,1473585360
5487831277,2389850279
5487819365,2708945454
5487769136,4511144698
5483987920,4789964847
5483831283,3438625572
5872212275,NULL
5872226794,5733813197
5872227421,4631875912
5483703903,NULL
5480184299,3479206034
5873397723,1876502439
5476755208,6549174584
5476016223,NULL
5471996786,5192744921
5471929264,513022754
5471625186,5694211022
5471556347,NULL
5462887938,3638676102
5459512621,5552797348
5452091745,NULL
5452065088,4867707064
5451963624,3787713184
5451942404,5026574743
5446711597,4515064607
5881500055,NULL
5446592925,NULL
5440498953,NULL
5433155173,NULL
5429883891,6445775982
5429815643,5367273273
5428883873,5391954461
5420945344,NULL
5885262258,5671215489
5417487480,NULL
5412645639,6012647656
5408501761,NULL
5408433707,NULL
5396121579,NULL
5889255021,NULL
5391899302,2864190885
5391895588,3023987267
5387714875,NULL
5386181687,NULL
5889534396,NULL
5889534774,2381507348
5382764353,NULL
5378948303,2620825839
5378913072,NULL
5378688317,3277880645
5375377743,NULL
5892998805,NULL
5371399159,3636009264
5368215932,2290056116
5362719289,NULL
5894677777,NULL
5362686587,NULL
5362622222,NULL
5355751358,5171496043
5343151396,NULL
5339581985,4625253834
5331975223,2413398854
5328894388,5234011512
5896087184,9861
5896088767,NULL
5326713201,NULL
5326620554,420337812
5326584048,NULL
5322430434,2978410041
5314807674,NULL
5314596050,5717883163
5309905806,2438592252
5306809678,6275289042
5304753998,3275508042
5301341722,NULL
5290157196,630416753
5904794654,6706105136
5275332900,3329756068
5271944879,597986084
5268857274,NULL
5267913688,NULL
5260240795,4349295617
5904958471,NULL
5244467853,NULL
5238042765,4406610146
5234234436,1336788882
5234234250,1350181131
5229164293,1471257567
5229156217,3337977507
5908860861,NULL
5215189525,4881946650
5191832056,1439568891
5184109999,4400476231
5176765869,NULL
5158132006,3803137275
5155223228,NULL
5148785217,2068003417
5148725018,2622743477
5121795927,1779118561
5912880430,180833
5912913130,6381338121
5121614654,3306396177
5066557198,3776704160
5066337845,5180969282
5066241669,4930498838
5053635504,NULL
5049891600,NULL
5046655599,3320929410
5034386213,5034386202
5023356084,4669561229
5916721936,6340459785
5015227730,4309484802
5005373192,4481683422
4997487777,4660638047
4967395260,3221389753
4963235991,NULL
4942006109,1549961820
4937188800,5957018965
4933639608,2122172533
4927320194,4317136354
4912063211,NULL
4909065561,4424773556
4908732750,NULL
4891102504,1742909691
4887533941,6660913922
4884788836,3309502745
4881774697,3947441030
4820060742,NULL
5922938706,NULL
4813182747,6638658587
4806529764,NULL
4797933802,NULL
4784969356,4453776267
4774627099,2552616532
5928513493,3088294710
4771454491,4238596818
4702045312,NULL
4680953075,2104422746
4669552142,4278061145
5928974124,NULL
4660659783,NULL
4610276101,NULL
4610189137,NULL
5929087273,NULL
4606658130,4613490604
4521479946,NULL
4473803577,NULL
4454097356,NULL
4442026331,150521339
5933080292,5447981848
4428268910,NULL
4427912451,NULL
5933249864,NULL
4417748697,NULL
5933321445,NULL
4414481914,NULL
4411214692,NULL
4406089982,NULL
4397139799,4679969337
5937240276,NULL
4394300056,2200529734
4365661087,4234338069
4328085363,NULL
4320062681,6503783506
4316912867,NULL
4309615873,2350266932
4283781159,NULL
4266886947,NULL
4254532369,NULL
4136565876,3665773023
4133721900,1695104981
4127701563,3943166307
4123679721,5779148740
4097894752,2223555564
5708596319,2487224714
4047190453,NULL
5708608062,428506744
4025792948,629316323
3701862904,NULL
5712050808,NULL
5712079026,NULL
2090633956,1963530931
2049829768,NULL
5717834034,NULL
5705523789,NULL
5717855357,NULL
5717863238,2526498084
5721449674,4490095526
5721519375,2050028605
5725258381,NULL
5728726536,NULL
5729686731,1980305206
5729808307,5976972899
5949002195,1937374072
5676034491,NULL
5676034137,NULL
5708617436,5600275299
5708716708,5708711612
5949197910,1716592439
5708835781,NULL
5708857815,NULL
5712185679,NULL
5712204210,NULL
5712213979,2606531412
5712223246,2320520110
5713216831,5395975754
5713309318,NULL
5713331206,6675909461
5713352537,NULL
5713377752,5748728036
5714250367,1641918278
5714353340,5701952529
5717545841,3733808782
5726183595,3275480671
5961287931,NULL
5961360851,5322574299
5726192268,NULL
5726330204,3357796452
5962617688,NULL
5728262703,4481683422
5729753398,NULL
5729800990,NULL
5694289995,NULL
5734173147,5670173489
5735043613,NULL
5735059291,NULL
5735094120,NULL
5735162715,4225761351
5735165360,NULL
5964031159,6117175572
5736336726,NULL
5736338757,NULL
5736356043,NULL
5967386168,NULL
5967451516,5869717866
5708767423,NULL
5711987227,NULL
5712007137,NULL
5713419659,NULL
5717741017,NULL
5717753723,NULL
5725358612,NULL
5735174204,NULL
5736266713,NULL
5736280932,5046893099
5736443532,2521680768
5739705224,6481696655
5722024236,5533331089
5722073265,NULL
5976422328,330709143
5729615145,5382209924
5729795572,NULL
5729856030,NULL
5729857264,3296365344
5736248573,3313187313
5739713614,NULL
5739944426,NULL
5739952710,NULL
5739993301,3038832591
5740167242,NULL
5740173660,NULL
5976944727,1937380599
5740250193,3846017830
5745265882,NULL
5748541873,NULL
5748587095,3075891596
5748611619,NULL
5748612434,6157557055
5980848075,NULL
5714432470,6351482778
5984317752,936730915
5714453726,NULL
5714498473,NULL
5717631295,NULL
5740006457,NULL
5744384209,NULL
5745059540,2689247960
5748547962,3059870674
5748624947,5346308570
5986906022,NULL
5752464404,NULL
5752491460,3796744643
5755944207,NULL
5756300071,NULL
5756314458,NULL
5757344673,6320293995
5757612004,3192665494
5757639796,3502011774
5758539491,5644281601
5758628065,NULL
5994810393,5842833498
5994812220,2493663804
5762276843,NULL
5762276863,NULL
5762422722,NULL
5762438872,NULL
5999206043,3560876416
5999206077,3560876416
5999242069,NULL
5762522611,NULL
5770795799,2251004693
5770887365,NULL
5770948377,5424027847
5771130615,NULL
5774454399,NULL
5779584017,NULL
5780555355,NULL
5780576268,4631865508
5780576285,4631865508
5780600397,NULL
5780675884,4967198070
5756329914,4305697257
5757601538,2207935899
5762112669,NULL
5762174729,5729753398
5780686807,2786466353
6012692725,2302811677
5780719302,NULL
5780759056,5253138295
6012843550,NULL
5785029605,4687535320
5789765525,4316968060
5794338859,3717165007
5797974373,NULL
5797993031,NULL
5748979898,5690831817
5752511440,6734261207
5781906599,3346690484
5797983085,NULL
5798043660,NULL
5798290984,4152424422
6021769554,4074850848
6021824711,3384640929
6021825061,3384640929
5803921178,4675490105
5812669645,NULL
5812780598,5399413077
5813154390,NULL
6029314006,4787097151
5813157382,4188722682
5758617310,4984834499
5758639541,NULL
5758640836,5717890964
5758721515,3402938719
5774840346,5214945089
5774867469,NULL
5779555526,NULL
5805187534,5171437405
5779255804,1650175793
5781780854,5512904417
5808411844,3510721544
5808423411,NULL
5824568392,NULL
5824572273,NULL
5967927390,5211053620
6035494501,2798111590
5748778896,NULL
5762109446,NULL
5767447959,NULL
5770592643,NULL
5770708427,NULL
6035834716,6344753226
6035835314,6035320746
5774589088,NULL
5779245775,NULL
5779423685,NULL
5781840022,NULL
5781937967,NULL
6040725643,NULL
5781961293,6747644455
6040898909,NULL
5784972362,4409567768
5785002902,NULL
5785145330,3309221562
5785198217,74330
5788609081,2449519134
5789518629,1986316896
5789521935,NULL
5789849074,NULL
5794317896,NULL
5794415628,NULL
5794749149,NULL
5794766964,5676069511
5798126277,NULL
5798159790,NULL
5801983069,NULL
5802006561,NULL
5803997269,2126465137
5805129180,NULL
5808253824,5976568490
5808263550,5686939525
5808827521,419500357
5811950851,4634855409
5812633405,NULL
5812917611,NULL
6059336197,NULL
5813059837,5734028987
5816374474,NULL
5816834528,506738460
5816904746,NULL
5816942592,5650812894
5817101347,6648934726
5817124481,NULL
5820484902,NULL
5820613485,NULL
5820789291,NULL
5824195087,NULL
5826855683,NULL
5826856917,NULL
5826879193,NULL
6059745401,NULL
5826880397,NULL
5826910296,NULL
5826911215,NULL
5827063138,4590529778
5830542106,NULL
5830704792,NULL
5833733131,5798107359
5833742447,NULL
5834698821,NULL
5834703661,NULL
5834833203,NULL
6063928419,2588690107
5835114298,5229219386
5838882138,1954552186
5838891105,NULL
5842951485,NULL
5846481907,NULL
5846662374,NULL
5846775350,2463668221
5846782057,5613066274
5846791431,NULL
5847912809,5847914762
5847914762,NULL
5848012773,NULL
5849136422,NULL
5849171758,NULL
5849255862,5812835688
5849320545,NULL
5852865956,NULL
5852941289,NULL
5853036588,NULL
5853058109,NULL
5857201347,NULL
5857355935,5735162931
5857358916,NULL
6073343995,5726080435
6073347596,NULL
5865973838,NULL
5865989153,NULL
5866063441,NULL
5866187489,NULL
5866240081,NULL
5869737121,NULL
5869871646,NULL
5870007214,NULL
5870044389,NULL
5872349524,NULL
5873350794,4274593299
5873459011,NULL
5873487609,5717875881
5873493470,5582726223
5873534492,NULL
6081178600,2266219298
5876765175,NULL
5876790434,NULL
5876810234,2680530037
5876983389,NULL
5881074528,NULL
5881338409,NULL
5881587206,4470878246
5881653844,NULL
5881666410,105364
5885089046,NULL
5885289941,NULL
5885406809,NULL
6088843404,6463960469
6088846490,NULL
6088906167,NULL
5885465521,NULL
5885652744,5885652724
5889496338,NULL
5889622083,NULL
5889640125,2074598788
5893122898,NULL
5894694468,NULL
5894756792,NULL
6093161090,NULL
5895949303,NULL
5896127107,NULL
5896129840,4084409750
5896160301,NULL
5899311249,5896127107
5903917321,5199116406
5903932901,5899471541
5904031235,4923731123
5904719599,1892896117
5904820567,5365849639
5904922511,5740086577
6097207384,NULL
6097208194,NULL
5908223222,5908219542
5908261384,NULL
5908264024,NULL
5908283329,NULL
5908837493,NULL
5912450179,NULL
5912917410,NULL
5916596504,4554436937
5939697822,NULL
5943731606,5849195716
5943735459,4881683828
6103427100,NULL
5948757255,1541753120
5948814874,NULL
5961373967,5679968548
6104661359,NULL
5962591351,NULL
6104820166,5846593274
5962800645,NULL
5948859216,6064338161
5948970347,NULL
5962960942,NULL
5949026388,5736316138
6108381372,4100754320
5962976527,5729638948
5963936446,3136032579
5963940096,3964159161
5964014292,1591801405
5972244265,NULL
5972445103,1646013896
5949092879,4190482390
6113247803,4199796727
5949107701,NULL
5756012484,NULL
5839520451,NULL
6117067110,5826899408
6117068094,5805108320
6117159497,1678779897
5848111930,NULL
5861149647,NULL
6117486359,NULL
6120896953,5857634897
6120987247,6045348453
5862252226,NULL
5862258848,NULL
6125053290,2971994843
6125112716,3621202561
5869868821,5560513473
5869988641,5548216061
5881213211,5729519859
6127478748,5379089188
5881393172,NULL
6127578751,3881037684
6127579350,5362712565
6127635027,5794383350
5881710510,NULL
5881710526,NULL
5885235762,NULL
5889205739,5889202268
5889311148,5649644316
5889447759,NULL
5889518648,NULL
5889552511,NULL
5889594500,NULL
5892844708,NULL
5893154209,5543791959
6135983231,264760
5893241668,6602032613
5894750399,5804965779
5894751593,2010385539
5895921560,NULL
5895942078,5523440760
5899447425,6045215705
5899679440,NULL
5904656442,6488513803
6140183480,5943817325
5904877809,NULL
5904949120,5019995051
5904956834,NULL
5908761946,NULL
5908945236,NULL
5909180261,2895136489
5912355067,5912355049
5912488456,NULL
5912667831,NULL
5912758341,NULL
5912801067,5556780363
5912866261,3537005691
5912942085,NULL
5914148585,NULL
5914169529,NULL
5916414238,NULL
5916481336,NULL
5916575022,5789421022
5916638395,5916638421
5917797667,4871426585
6151261867,5074822594
5917835183,5592748863
5918220478,4887388535
5918298167,4331793912
5919530773,NULL
6151435073,4581937018
6152579959,5054957682
5919558120,NULL
5919567762,6528703592
6152735629,5144962690
5919587055,270993
5919614681,NULL
5919640111,NULL
5919667260,2493674840
5919673524,NULL
5922671131,6089193983
5922720688,2795475022
6156370362,3618714047
5922724858,5400040464
5922763292,5830262307
6157580270,NULL
5922847024,NULL
5922955479,3400747137
5922992937,NULL
5928326492,1711983807
5928462933,NULL
5928662773,3416996594
5928811885,279758
5928813673,NULL
5928986560,5519989314
5929038465,NULL
5929075173,4362616359
5932751049,4678384874
5932753463,NULL
5932813329,NULL
5932924469,NULL
6162499022,NULL
5933016275,3751694719
5933194767,NULL
5933298461,4897624071
5933327768,NULL
5933345441,5733864192
6166533098,NULL
5933392968,NULL
5933393395,5050292243
5938433903,5540413953
5938638510,4777811005
6170568643,5455848219
6174135718,NULL
5938691325,5808441213
5938695874,1948463363
6174523959,3306889078
6174525726,NULL
5939739692,NULL
5939810299,2807255733
5939867972,5134354781
5943281485,2622328287
5943349374,NULL
5943431047,5610892452
5943433005,5237831418
5943537971,NULL
5943575063,NULL
5943579993,NULL
5943687037,NULL
5949148331,2929834760
5952766150,2969498820
5952833606,NULL
6181450397,2802840864
5953226616,NULL
5943855768,5779462460
5953692225,3349023264
5956917962,5041744744
6181910770,6055886353
5957018965,NULL
5957200883,4697559318
6182006300,5936694216
5957241233,NULL
5957406684,5490001973
5960916057,2446259764
5944368180,NULL
6186526519,4254628455
6035497676,6035494501
5967952214,3539810906
5944430940,NULL
5947662362,1882736150
5948572418,4324428884
6191308137,NULL
5948576462,NULL
6104530385,NULL
5948771186,NULL
5972477209,4855831579
5976461664,NULL
6104577591,NULL
5971888490,NULL
6104828173,NULL
6108203030,NULL
5962889969,3502760035
5976479750,NULL
5962944608,5899633387
5976490045,5774637917
6108415120,NULL
5976498402,5649633025
6108567934,5937464999
6200835486,5659336854
5976534249,NULL
5963002701,NULL
6108673518,5355628049
6108682246,NULL
5963974284,NULL
6202222915,NULL
6108756773,5480654989
5964092932,NULL
6112903721,NULL
6202299479,3192818002
6202301395,NULL
5976535855,5209895343
5972379137,1626400579
5972395799,NULL
5964151353,4264018241
5967334032,NULL
5967463118,NULL
6113200369,NULL
5972450382,5633175342
5976654011,2990043385
5976692968,5861072728
6206125837,4942052833
5976825937,5480653076
6206250096,5484023181
5976902537,NULL
5986770502,NULL
5976931565,5976931538
5976950503,5893024510
5976956451,NULL
5986861892,NULL
5986900717,NULL
6215424224,NULL
5976957930,NULL
5976976115,NULL
5986901778,NULL
5980588822,6223637615
5980786322,NULL
6219613582,NULL
5984097048,NULL
5986942839,NULL
6035510253,NULL
6021458307,3829932380
5986943967,NULL
6223696818,NULL
6223731219,6488404339
5990328638,NULL
6021526805,5812646002
5990418943,NULL
5990439159,NULL
5990609459,NULL
6227128100,5621638023
6009037717,NULL
5990615071,NULL
6228241576,NULL
6009091927,NULL
5990617406,NULL
5990815116,NULL
6228306729,NULL
6228308191,NULL
5990816901,NULL
6029523000,4266813843
6228369573,6772306977
5994904759,NULL
6030548340,3073098059
6230804148,NULL
6030549836,5889451931
6030580045,NULL
6035598107,NULL
6012344481,5659579502
6012562695,5876959293
5994986967,NULL
5995010740,NULL
5999129057,4317007507
5999274867,NULL
6002483380,5839530863
6035758612,5938736757
6035773352,6503659851
6035841817,5877198879
6002508521,3206335195
6002582468,NULL
6241005731,NULL
6002693856,NULL
6002929364,5917811336
6002980170,NULL
6035914287,NULL
6030718080,NULL
6030753672,NULL
6035931207,NULL
6031814600,NULL
6039408612,NULL
6030781179,NULL
6006288962,NULL
6006518925,NULL
6006624750,NULL
6006631127,NULL
6008956494,5244513929
6250909890,NULL
6009011010,NULL
6012697022,NULL
6012822299,NULL
6012884466,5885141897
6031879097,NULL
6252235352,NULL
6255742330,NULL
6255751519,4498939774
6039410630,NULL
6021543625,5865877380
6040877089,NULL
6041458288,NULL
6041462839,3075802998
6045255022,NULL
6016937273,NULL
6049692772,NULL
6049719020,1887431738
6049762880,6049762893
6053230533,5647862722
6053264283,NULL
6017702760,NULL
6053288544,NULL
6053294832,5705290408
6017847081,58152
6053446403,NULL
6053545210,5757527595
6053559328,NULL
6017866628,NULL
6021576688,NULL
6266249597,1450102191
6021305798,NULL
6266282004,NULL
6021733615,NULL
6053565536,6089073879
6054453341,NULL
6025314401,4411196659
6054564340,5381144216
6054623910,3970236383
5802073724,NULL
6025335009,NULL
6055744919,NULL
6055821658,5633252131
6031780403,NULL
6055826906,NULL
6055834383,3617279964
6031879116,NULL
6031936343,NULL
6055864465,4362690217
6059280002,NULL
6059285500,4152424282
6275162611,NULL
6025612900,5658845055
6029295269,NULL
6059387364,NULL
6059390221,5578862851
6029391969,5752456128
6276414230,NULL
6029473735,6002815009
6059396981,6029479784
6059436785,NULL
6059438818,3510721544
6059441003,NULL
6059452951,5963951405
6059485738,NULL
6059524325,6667149051
6059551176,NULL
6059559534,NULL
6285611612,5949073638
6059603619,3436000132
6031973552,NULL
6035392633,NULL
6059637689,NULL
6285890652,6445335366
6059719414,NULL
6059775533,NULL
6059792305,6059787137
6289858805,5038617445
6059847017,NULL
6059864770,NULL
6059903449,NULL
6059907452,5552397639
6059912745,NULL
6059912876,NULL
6059917957,NULL
6294548352,NULL
5833795465,NULL
6059933655,NULL
6297831214,3701848245
6062085995,NULL
6064037857,6522057168
6064298212,NULL
6064319680,4266872136
6064523377,6297859300
6298099165,3050800434
6117226965,5701989608
6064641550,6415031106
6064683065,NULL
6064684022,3236338286
6064741397,5176673433
6068086094,6628123077
6068088228,NULL
6068221823,NULL
6117265089,5802497265
6068229292,NULL
6304235795,2620083647
6068447201,2438707893
6068546635,NULL
6068563015,NULL
6068681328,6093414623
6068688282,2568726462
6304557331,NULL
6068837915,6002971557
6068851182,NULL
6304657216,NULL
6304665081,5717564379
6070557470,NULL
6308850780,NULL
6308922205,6045305697
6071018641,5744291723
6124714387,NULL
6124752592,NULL
6126250664,1309922345
6073453728,NULL
6074642993,5922673429
6074743879,NULL
6309302025,NULL
6309303411,NULL
6078241080,NULL
6078280527,4228698692
6127469237,5604052608
6078548484,NULL
6312831695,NULL
6078596068,616847270
6079876726,NULL
6079945540,NULL
6081218613,6488806438
6084527684,NULL
6084528701,NULL
6084534219,6059538427
6084546258,3978160869
5877094669,NULL
6084588919,2453251611
6127510780,4694551947
6127704323,NULL
6084784296,NULL
6316973819,3794299230
6084867253,5666291893
6088676893,NULL
6127708094,NULL
6089083472,NULL
6089172832,NULL
6089173752,2588731396
6131561217,2824483103
6092723244,4288143844
6092723260,2388025209
6092858573,NULL
6322791777,253822
6092921658,NULL
6136104713,NULL
6136119548,4087192729
6092946315,NULL
6093186515,NULL
6327029604,5745092107
6093299622,5917870963
6093403547,4159671399
6093435623,5938657666
6096835537,NULL
6097029724,4418754981
6101691037,6097225099
6101906460,2411409895
6101929884,5976425996
6140384509,5328941349
6101951806,NULL
6144469632,NULL
6144590042,5877311254
6144614895,3122628911
6144620522,NULL
6102162955,NULL
6149131496,NULL
5923060039,NULL
6332159302,6097384905
5928873759,NULL
5933130624,2984214691
6335681351,3522574539
6335944606,NULL
5937342565,NULL
6336063414,2141248519
6336064515,NULL
5938777306,5770756039
6102176456,5693158446
6103316202,6103318507
5967641728,NULL
6103520828,NULL
6340303464,5560624808
5967657820,5448889525
5967870192,NULL
6340493642,6102032788
6340494135,3230844402
5943815010,5932777810
5953285490,5666471712
5967914777,NULL
5960929541,NULL
5961103538,5857172825
5944405166,NULL
5984484848,NULL
5984650587,NULL
5961122922,NULL
5985621870,6455478863
6186713710,6078627704
6186883899,6108335070
6187001095,5267919576
6191164012,6059564131
6191369644,6754903947
6191404350,6017943248
6191445982,NULL
6194960638,3559514190
6195273572,3354990219
6195339403,NULL
6195428668,NULL
6199098043,NULL
6104720113,NULL
6351011847,2649204179
6351030815,5666628187
6199099002,NULL
6199175084,3692713574
6199214631,4698416630
6108301127,1074756599
6199317310,1876499947
6108303104,NULL
6199336225,5794714680
6199383854,3668591849
6108330093,6344600773
6199392002,NULL
6199543840,NULL
6200937807,4043913850
6200988685,3329800654
6201071165,3296313951
6201101292,NULL
6202188680,3604851536
6202245240,4216419798
6202257894,NULL
6202259236,NULL
6202310690,330594378
6202368312,52804
6202369497,NULL
6205737074,NULL
6361514995,5675658637
6205825044,NULL
6366179212,NULL
6205930117,3895
6366268466,NULL
6205931496,5452078787
6205953653,6191352292
6205971687,NULL
6206058683,5877467968
6206203435,4300818316
6206285260,4365725183
6366586495,NULL
6210362157,3792889952
6210366845,6799022931
6210395067,2733212986
6211786446,5756050566
6113307534,NULL
6116534840,NULL
6370416442,3607262073
6211797376,5805056229
6215443875,NULL
6215588212,NULL
6370632021,3505670192
6371688702,NULL
